UserID,MovieID,Title,Genres,Predicted_Rating
6040,94,Beautiful Girls (1996),Drama,5.0
6040,428,"Bronx Tale, A (1993)",Drama,5.0
6040,522,Romper Stomper (1992),Action|Drama,5.0
6040,556,"War Room, The (1993)",Documentary,5.0
6040,935,"Band Wagon, The (1953)",Comedy|Musical,5.0
6040,1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,5.0
6040,1151,Faust (1994),Animation|Comedy|Thriller,5.0
6040,1346,Cat People (1982),Horror,5.0
6040,1350,"Omen, The (1976)",Horror,5.0
6040,1809,Hana-bi (1997),Comedy|Crime|Drama,5.0
6039,2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,5.0
6039,2925,"Conformist, The (Il Conformista) (1970)",Drama,5.0
6039,36,Dead Man Walking (1995),Drama,5.0
6039,232,Eat Drink Man Woman (1994),Comedy|Drama,5.0
6039,242,Farinelli: il castrato (1994),Drama|Musical,5.0
6039,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,5.0
6039,446,Farewell My Concubine (1993),Drama|Romance,5.0
6039,553,Tombstone (1993),Western,5.0
6039,583,Dear Diary (Caro Diario) (1994),Comedy|Drama,5.0
6039,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,5.0
6038,954,Mr. Smith Goes to Washington (1939),Drama,5.0
6038,994,Big Night (1996),Drama,5.0
6038,1041,Secrets & Lies (1996),Drama,5.0
6038,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,5.0
6038,1131,Jean de Florette (1986),Drama,5.0
6038,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,5.0
6038,1224,Henry V (1989),Drama|War,5.0
6038,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,5.0
6038,1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,5.0
6038,1641,"Full Monty, The (1997)",Comedy,5.0
6037,681,Clean Slate (Coup de Torchon) (1981),Crime,5.0
6037,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,5.0
6037,1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,5.0
6037,1302,Field of Dreams (1989),Drama,5.0
6037,2312,Children of a Lesser God (1986),Drama,5.0
6037,2398,Miracle on 34th Street (1947),Drama,5.0
6037,3091,Kagemusha (1980),Drama|War,5.0
6037,162,Crumb (1994),Documentary,5.0
6037,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,5.0
6037,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,5.0
6036,97,"Hate (Haine, La) (1995)",Drama,5.0
6036,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,5.0
6036,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,5.0
6036,759,Maya Lin: A Strong Clear Vision (1994),Documentary,5.0
6036,824,Kaspar Hauser (1993),Drama,5.0
6036,846,Flirt (1995),Drama,5.0
6036,929,Foreign Correspondent (1940),Thriller,5.0
6036,1044,Surviving Picasso (1996),Drama,5.0
6036,1076,"Innocents, The (1961)",Thriller,5.0
6036,1123,"Perfect Candidate, A (1996)",Documentary,5.0
6035,28,Persuasion (1995),Romance,5.0
6035,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,5.0
6035,232,Eat Drink Man Woman (1994),Comedy|Drama,5.0
6035,262,"Little Princess, A (1995)",Children's|Drama,5.0
6035,299,Priest (1994),Drama,5.0
6035,417,Barcelona (1994),Comedy|Romance,5.0
6035,449,Fear of a Black Hat (1993),Comedy,5.0
6035,451,Flesh and Bone (1993),Drama|Mystery|Romance,5.0
6035,668,Pather Panchali (1955),Drama,5.0
6035,669,Aparajito (1956),Drama,5.0
6034,262,"Little Princess, A (1995)",Children's|Drama,5.0
6034,432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,5.0
6034,515,"Remains of the Day, The (1993)",Drama,5.0
6034,599,"Wild Bunch, The (1969)",Western,5.0
6034,746,Force of Evil (1948),Film-Noir,5.0
6034,903,Vertigo (1958),Mystery|Thriller,5.0
6034,910,Some Like It Hot (1959),Comedy|Crime,5.0
6034,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,5.0
6034,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,5.0
6034,1184,Mediterraneo (1991),Comedy|War,5.0
6033,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,5.0
6033,1270,Back to the Future (1985),Comedy|Sci-Fi,5.0
6033,2,Jumanji (1995),Adventure|Children's|Fantasy,5.0
6033,145,Bad Boys (1995),Action,5.0
6033,266,Legends of the Fall (1994),Drama|Romance|War|Western,5.0
6033,316,Stargate (1994),Action|Adventure|Sci-Fi,5.0
6033,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,5.0
6033,353,"Crow, The (1994)",Action|Romance|Thriller,5.0
6033,511,"Program, The (1993)",Action|Drama,5.0
6033,593,"Silence of the Lambs, The (1991)",Drama|Thriller,5.0
6032,800,Lone Star (1996),Drama|Mystery,5.0
6032,96,In the Bleak Midwinter (1995),Comedy,5.0
6032,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,5.0
6032,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,5.0
6032,303,"Quick and the Dead, The (1995)",Action|Adventure|Western,5.0
6032,440,Dave (1993),Comedy|Romance,5.0
6032,702,Faces (1968),Drama,5.0
6032,861,Supercop (1992),Action|Thriller,5.0
6032,927,"Women, The (1939)",Comedy,5.0
6032,950,"Thin Man, The (1934)",Mystery,5.0
6031,318,"Shawshank Redemption, The (1994)",Drama,5.0
6031,17,Sense and Sensibility (1995),Drama|Romance,5.0
6031,198,Strange Days (1995),Action|Crime|Sci-Fi,5.0
6031,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,5.0
6031,357,Four Weddings and a Funeral (1994),Comedy|Romance,5.0
6031,474,In the Line of Fire (1993),Action|Thriller,5.0
6031,520,Robin Hood: Men in Tights (1993),Comedy,5.0
6031,524,Rudy (1993),Drama,5.0
6031,588,Aladdin (1992),Animation|Children's|Comedy|Musical,5.0
6031,965,"39 Steps, The (1935)",Thriller,5.0
6030,70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,5.0
6030,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,5.0
6030,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,5.0
6030,367,"Mask, The (1994)",Comedy|Crime|Fantasy,5.0
6030,524,Rudy (1993),Drama,5.0
6030,527,Schindler's List (1993),Drama|War,5.0
6030,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.0
6030,746,Force of Evil (1948),Film-Noir,5.0
6030,835,Foxfire (1996),Drama,5.0
6030,858,"Godfather, The (1972)",Action|Crime|Drama,5.0
6029,58,"Postino, Il (The Postman) (1994)",Drama|Romance,5.0
6029,110,Braveheart (1995),Action|Drama|War,5.0
6029,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,5.0
6029,290,Once Were Warriors (1994),Crime|Drama,5.0
6029,377,Speed (1994),Action|Romance|Thriller,5.0
6029,541,Blade Runner (1982),Film-Noir|Sci-Fi,5.0
6029,593,"Silence of the Lambs, The (1991)",Drama|Thriller,5.0
6029,608,Fargo (1996),Crime|Drama|Thriller,5.0
6029,858,"Godfather, The (1972)",Action|Crime|Drama,5.0
6029,904,Rear Window (1954),Mystery|Thriller,5.0
6028,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0
6028,464,Hard Target (1993),Action|Adventure|Crime|Thriller,5.0
6028,527,Schindler's List (1993),Drama|War,5.0
6028,593,"Silence of the Lambs, The (1991)",Drama|Thriller,5.0
6028,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.0
6028,903,Vertigo (1958),Mystery|Thriller,5.0
6028,908,North by Northwest (1959),Drama|Thriller,5.0
6028,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,5.0
6028,940,"Adventures of Robin Hood, The (1938)",Action|Adventure,5.0
6028,1136,Monty Python and the Holy Grail (1974),Comedy,5.0
6027,17,Sense and Sensibility (1995),Drama|Romance,5.0
6027,19,Ace Ventura: When Nature Calls (1995),Comedy,5.0
6027,32,Twelve Monkeys (1995),Drama|Sci-Fi,5.0
6027,58,"Postino, Il (The Postman) (1994)",Drama|Romance,5.0
6027,69,Friday (1995),Comedy,5.0
6027,89,Nick of Time (1995),Action|Thriller,5.0
6027,161,Crimson Tide (1995),Drama|Thriller|War,5.0
6027,204,Under Siege 2: Dark Territory (1995),Action,5.0
6027,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,5.0
6027,318,"Shawshank Redemption, The (1994)",Drama,5.0
6026,110,Braveheart (1995),Action|Drama|War,5.0
6026,34,Babe (1995),Children's|Comedy|Drama,5.0
6026,306,Three Colors: Red (1994),Drama,5.0
6026,778,Trainspotting (1996),Drama,5.0
6026,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,5.0
6026,969,"African Queen, The (1951)",Action|Adventure|Romance|War,5.0
6026,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,5.0
6026,1203,12 Angry Men (1957),Drama,5.0
6026,1242,Glory (1989),Action|Drama|War,5.0
6026,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,5.0
6025,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,5.0
6025,94,Beautiful Girls (1996),Drama,5.0
6025,242,Farinelli: il castrato (1994),Drama|Musical,5.0
6025,379,Timecop (1994),Action|Sci-Fi,5.0
6025,449,Fear of a Black Hat (1993),Comedy,5.0
6025,553,Tombstone (1993),Western,5.0
6025,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,5.0
6025,596,Pinocchio (1940),Animation|Children's,5.0
6025,916,Roman Holiday (1953),Comedy|Romance,5.0
6025,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,5.0
6024,904,Rear Window (1954),Mystery|Thriller,5.0
6024,1252,Chinatown (1974),Film-Noir|Mystery|Thriller,5.0
6024,2303,Nashville (1975),Drama|Musical,5.0
6024,3578,Gladiator (2000),Action|Drama,5.0
6024,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,5.0
6024,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0
6024,150,Apollo 13 (1995),Drama,5.0
6024,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,5.0
6024,318,"Shawshank Redemption, The (1994)",Drama,5.0
6024,436,Color of Night (1994),Drama|Thriller,5.0
6023,111,Taxi Driver (1976),Drama|Thriller,5.0
6023,318,"Shawshank Redemption, The (1994)",Drama,5.0
6023,908,North by Northwest (1959),Drama|Thriller,5.0
6023,965,"39 Steps, The (1935)",Thriller,5.0
6023,1293,Gandhi (1982),Drama,5.0
6023,17,Sense and Sensibility (1995),Drama|Romance,5.0
6023,25,Leaving Las Vegas (1995),Drama|Romance,5.0
6023,36,Dead Man Walking (1995),Drama,5.0
6023,141,"Birdcage, The (1996)",Comedy,5.0
6023,427,Boxing Helena (1993),Mystery|Romance|Thriller,5.0
6022,6,Heat (1995),Action|Crime|Thriller,5.0
6022,150,Apollo 13 (1995),Drama,5.0
6022,161,Crimson Tide (1995),Drama|Thriller|War,5.0
6022,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,5.0
6022,583,Dear Diary (Caro Diario) (1994),Comedy|Drama,5.0
6022,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,5.0
6022,954,Mr. Smith Goes to Washington (1939),Drama,5.0
6022,1172,Cinema Paradiso (1988),Comedy|Drama|Romance,5.0
6022,1207,To Kill a Mockingbird (1962),Drama,5.0
6022,1219,Psycho (1960),Horror|Thriller,5.0
6021,36,Dead Man Walking (1995),Drama,5.0
6021,553,Tombstone (1993),Western,5.0
6021,923,Citizen Kane (1941),Drama,5.0
6021,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,5.0
6021,2710,"Blair Witch Project, The (1999)",Horror,5.0
