user_id,movie_id,title,genres,predicted_rating
635,2455,"Fly, The (1986)",Horror|Sci-Fi,5.000000000000001
635,32,Twelve Monkeys (1995),Drama|Sci-Fi,5.0
635,46,How to Make an American Quilt (1995),Drama|Romance,5.0
635,70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,5.0
635,74,Bed of Roses (1996),Drama|Romance,5.0
635,105,"Bridges of Madison County, The (1995)",Drama|Romance,5.0
635,110,Braveheart (1995),Action|Drama|War,5.0
635,266,Legends of the Fall (1994),Drama|Romance|War|Western,5.0
635,282,Nell (1994),Drama,5.0
635,316,Stargate (1994),Action|Adventure|Sci-Fi,5.0
636,366,Wes Craven's New Nightmare (1994),Horror,5.000000000000001
636,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,5.000000000000001
636,1342,Candyman (1992),Horror,5.000000000000001
636,1416,Evita (1996),Drama|Musical,5.000000000000001
636,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,5.000000000000001
636,1833,Mercury Rising (1998),Action|Drama|Thriller,5.000000000000001
636,2151,"Gods Must Be Crazy II, The (1989)",Comedy,5.000000000000001
636,2366,King Kong (1933),Action|Adventure|Horror,5.000000000000001
636,2424,You've Got Mail (1998),Comedy|Romance,5.000000000000001
636,2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's,5.000000000000001
637,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,5.000000000000001
637,1926,"Broadway Melody, The (1929)",Musical,5.000000000000001
637,3038,"Face in the Crowd, A (1957)",Drama,5.000000000000001
637,3183,"Third Miracle, The (1999)",Drama,5.000000000000001
637,3338,For All Mankind (1989),Documentary,5.000000000000001
637,40,"Cry, the Beloved Country (1995)",Drama,5.0
637,43,Restoration (1995),Drama,5.0
637,194,Smoke (1995),Drama,5.0
637,268,Little Odessa (1994),Drama,5.0
637,271,Losing Isaiah (1995),Drama,5.0
638,34,Babe (1995),Children's|Comedy|Drama,5.000000000000001
638,858,"Godfather, The (1972)",Action|Crime|Drama,5.000000000000001
638,1093,"Doors, The (1991)",Drama|Musical,5.000000000000001
638,1265,Groundhog Day (1993),Comedy|Romance,5.000000000000001
638,1998,Exorcist II: The Heretic (1977),Horror,5.000000000000001
638,2044,"Devil and Max Devlin, The (1981)",Comedy,5.000000000000001
638,2148,House (1986),Comedy|Horror,5.000000000000001
638,2291,Edward Scissorhands (1990),Drama|Romance,5.000000000000001
638,2396,Shakespeare in Love (1998),Comedy|Romance,5.000000000000001
638,2513,Pet Sematary (1989),Horror,5.000000000000001
639,150,Apollo 13 (1995),Drama,5.0
639,647,Courage Under Fire (1996),Drama|War,5.0
639,1213,GoodFellas (1990),Crime|Drama,5.0
639,1277,Cyrano de Bergerac (1990),Action|Drama|Romance,5.0
639,1619,Seven Years in Tibet (1997),Drama|War,5.0
639,1962,Driving Miss Daisy (1989),Drama,5.0
639,2106,Swing Kids (1993),Drama|War,5.0
639,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,5.0
639,2420,"Karate Kid, The (1984)",Drama,5.0
639,2501,October Sky (1999),Drama,5.0
640,1625,"Game, The (1997)",Mystery|Thriller,5.000000000000002
640,223,Clerks (1994),Comedy,5.000000000000001
640,235,Ed Wood (1994),Comedy|Drama,5.000000000000001
640,858,"Godfather, The (1972)",Action|Crime|Drama,5.000000000000001
640,1060,Swingers (1996),Comedy|Drama,5.000000000000001
640,1090,Platoon (1986),Drama|War,5.000000000000001
640,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,5.000000000000001
640,1245,Miller's Crossing (1990),Drama,5.000000000000001
640,1266,Unforgiven (1992),Western,5.000000000000001
640,1393,Jerry Maguire (1996),Drama|Romance,5.000000000000001
641,1085,"Old Man and the Sea, The (1958)",Adventure|Drama,5.000000000000001
641,1954,Rocky (1976),Action|Drama,5.000000000000001
641,21,Get Shorty (1995),Action|Comedy|Drama,5.0
641,62,Mr. Holland's Opus (1995),Drama,5.0
641,73,"Misérables, Les (1995)",Drama|Musical,5.0
641,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,5.0
641,161,Crimson Tide (1995),Drama|Thriller|War,5.0
641,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,5.0
641,481,Kalifornia (1993),Drama|Thriller,5.0
641,556,"War Room, The (1993)",Documentary,5.0
642,105,"Bridges of Madison County, The (1995)",Drama|Romance,5.000000000000001
642,1103,Rebel Without a Cause (1955),Drama,5.000000000000001
642,1777,"Wedding Singer, The (1998)",Comedy|Romance,5.000000000000001
642,2401,Pale Rider (1985),Western,5.000000000000001
642,2463,Ruthless People (1986),Comedy,5.000000000000001
642,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,5.000000000000001
642,3512,Return to Me (2000),Drama|Romance,5.000000000000001
642,3623,Mission: Impossible 2 (2000),Action|Thriller,5.000000000000001
642,3,Grumpier Old Men (1995),Comedy|Romance,5.0
642,7,Sabrina (1995),Comedy|Romance,5.0
643,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,5.000000000000001
643,1994,Poltergeist (1982),Horror|Thriller,5.000000000000001
643,3499,Misery (1990),Horror,5.000000000000001
643,16,Casino (1995),Drama|Thriller,5.0
643,17,Sense and Sensibility (1995),Drama|Romance,5.0
643,32,Twelve Monkeys (1995),Drama|Sci-Fi,5.0
643,45,To Die For (1995),Comedy|Drama,5.0
643,58,"Postino, Il (The Postman) (1994)",Drama|Romance,5.0
643,123,Chungking Express (1994),Drama|Mystery|Romance,5.0
643,147,"Basketball Diaries, The (1995)",Drama,5.0
644,899,Singin' in the Rain (1952),Musical|Romance,5.000000000000001
644,904,Rear Window (1954),Mystery|Thriller,5.000000000000001
644,911,Charade (1963),Comedy|Mystery|Romance|Thriller,5.000000000000001
644,914,My Fair Lady (1964),Musical|Romance,5.000000000000001
644,923,Citizen Kane (1941),Drama,5.000000000000001
644,928,Rebecca (1940),Romance|Thriller,5.000000000000001
644,950,"Thin Man, The (1934)",Mystery,5.000000000000001
644,951,His Girl Friday (1940),Comedy,5.000000000000001
644,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,5.000000000000001
644,1207,To Kill a Mockingbird (1962),Drama,5.000000000000001
645,837,Matilda (1996),Children's|Comedy,5.000000000000001
645,1050,Looking for Richard (1996),Documentary|Drama,5.000000000000001
645,1132,Manon of the Spring (Manon des sources) (1986),Drama,5.000000000000001
645,1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,5.000000000000001
645,1344,Cape Fear (1962),Film-Noir|Thriller,5.000000000000001
645,1784,As Good As It Gets (1997),Comedy|Drama,5.000000000000001
645,1957,Chariots of Fire (1981),Drama,5.000000000000001
645,1960,"Last Emperor, The (1987)",Drama|War,5.000000000000001
645,1997,"Exorcist, The (1973)",Horror,5.000000000000001
645,2020,Dangerous Liaisons (1988),Drama|Romance,5.000000000000001
646,587,Ghost (1990),Comedy|Romance|Thriller,5.000000000000001
646,1939,"Best Years of Our Lives, The (1946)",Drama|War,5.000000000000001
646,2349,Mona Lisa (1986),Comedy|Thriller,5.000000000000001
646,7,Sabrina (1995),Comedy|Romance,5.0
646,24,Powder (1995),Drama|Sci-Fi,5.0
646,28,Persuasion (1995),Romance,5.0
646,39,Clueless (1995),Comedy|Romance,5.0
646,105,"Bridges of Madison County, The (1995)",Drama|Romance,5.0
646,141,"Birdcage, The (1996)",Comedy,5.0
646,145,Bad Boys (1995),Action,5.0
647,41,Richard III (1995),Drama|War,5.000000000000001
647,195,Something to Talk About (1995),Comedy|Drama|Romance,5.000000000000001
647,1213,GoodFellas (1990),Crime|Drama,5.000000000000001
647,25,Leaving Las Vegas (1995),Drama|Romance,5.0
647,36,Dead Man Walking (1995),Drama,5.0
647,46,How to Make an American Quilt (1995),Drama|Romance,5.0
647,118,If Lucy Fell (1996),Comedy|Romance,5.0
647,140,Up Close and Personal (1996),Drama|Romance,5.0
647,156,Blue in the Face (1995),Comedy,5.0
647,162,Crumb (1994),Documentary,5.0
648,428,"Bronx Tale, A (1993)",Drama,5.000000000000001
648,1090,Platoon (1986),Drama|War,5.000000000000001
648,1193,One Flew Over the Cuckoo's Nest (1975),Drama,5.000000000000001
648,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,5.000000000000001
648,1466,Donnie Brasco (1997),Crime|Drama,5.000000000000001
648,14,Nixon (1995),Drama,5.0
648,18,Four Rooms (1995),Thriller,5.0
648,24,Powder (1995),Drama|Sci-Fi,5.0
648,29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,5.0
648,73,"Misérables, Les (1995)",Drama|Musical,5.0
649,720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,5.000000000000002
649,198,Strange Days (1995),Action|Crime|Sci-Fi,5.000000000000001
649,288,Natural Born Killers (1994),Action|Thriller,5.000000000000001
649,590,Dances with Wolves (1990),Adventure|Drama|Western,5.000000000000001
649,648,Mission: Impossible (1996),Action|Adventure|Mystery,5.000000000000001
649,733,"Rock, The (1996)",Action|Adventure|Thriller,5.000000000000001
649,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.000000000000001
649,1148,"Wrong Trousers, The (1993)",Animation|Comedy,5.000000000000001
649,1231,"Right Stuff, The (1983)",Drama,5.000000000000001
649,1272,Patton (1970),Drama|War,5.000000000000001
650,934,Father of the Bride (1950),Comedy,5.000000000000001
650,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,5.000000000000001
650,1275,Highlander (1986),Action|Adventure,5.000000000000001
650,1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,5.000000000000001
650,2003,Gremlins (1984),Comedy|Horror,5.000000000000001
650,2423,Christmas Vacation (1989),Comedy,5.000000000000001
650,3142,U2: Rattle and Hum (1988),Documentary|Musical,5.000000000000001
650,29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,5.0
650,34,Babe (1995),Children's|Comedy|Drama,5.0
650,47,Seven (Se7en) (1995),Crime|Thriller,5.0
